0001_American_Beauty_00.03.48.439-00.03.50.495 	Lester hurries out the front door, carrying a BRIEFCASE.
0053_Rendezvous_mit_Joe_Black_00.06.27.532-00.06.41.213 	A BUTLER and May carry the overnight bags for the family as led by Parrish, they hurry towards the helicopter.
1001_Flight_00.34.50.660-00.34.56.148 	He strides to the corridors carrying a bag in his hand and another slung over his shoulder.
1001_Flight_00.47.26.625-00.47.36.750 	Whip carries a plastic bag into the kitchen and places it on a dining table.
1001_Flight_00.49.32.890-00.49.45.542 	He lifts the bulging plastic trash bag out of the trash can and carries it outside.
1001_Flight_01.15.30.116-01.15.38.405 	At a church, a large framed picture of Katerina stands surrounded by flowers as a coffin is carried out.
1001_Flight_01.32.15.510-01.32.21.021 	She carries a suitcase and a basket, and walks away from the house.
1001_Flight_01.48.54.318-01.48.57.934 	Charlie exits an elevator carrying three coffees.
1002_Harry_Potter_and_the_Half-Blood_Prince_00.39.51.845-00.39.54.001 	A figure carrying an umbrella marches towards the building.
1002_Harry_Potter_and_the_Half-Blood_Prince_02.02.04.768-02.02.10.986 	The boat slowly carries them across the still water towards the island.
1003_How_to_Lose_Friends_and_Alienate_People_00.28.07.184-00.28.13.650 	Sidney saunters over to Alison carrying a plate piled high with finger foods.
1003_How_to_Lose_Friends_and_Alienate_People_01.21.40.495-01.21.48.439 	With white face paint, fangs and a cape, he carries a glass of wine as he finds Elena dressed as Marlene Dietrich.
1004_Juno_01.20.36.485-01.20.39.569 	Mac smiles to himself and carries on tinkering.
1005_Signs_00.04.28.300-00.04.38.017 	Graham stands and slowly walks through the maize, followed by Merrill, who's still carrying Bo in his arms.
1005_Signs_00.11.00.017-00.11.08.179 	He carries Bo back to the farmhouse as Merrill emerges, carrying a bowl and a bag of feed.
1005_Signs_01.31.39.870-01.31.51.703 	Graham carries Morgan slowly up the stairs and into the kitchen, where chairs are strewn across the floor, and the fridge door is open.
1005_Signs_01.31.52.995-01.32.03.369 	Bo follows her father and then wanders out into the hallway as Graham carries Morgan through the dining room and into the living room, staring at the broken planks across the windows.
1006_Slumdog_Millionaire_01.06.28.143-01.06.35.428 	Jamal carries a tray of tea at the call center.
1006_Slumdog_Millionaire_01.52.07.445-01.52.11.288 	The car carrying a bleeding Latika reverses to the station.
1007_Spider-Man1_00.24.47.143-00.24.49.873 	Then he slides on his back down the corridor, collides with a teacher carrying the tray and ends up with more food on him.
1053_Harry_Potter_and_the_philosophers_stone_00.25.52.521-00.25.57.441 	he carries it to the counter.
1053_Harry_Potter_and_the_philosophers_stone_00.26.58.644-00.27.05.499 	he carries the slim box to the counter and carefully opens it.
1053_Harry_Potter_and_the_philosophers_stone_00.53.48.000-00.53.55.659 	owls carrying mail flutter in through a high window.
1053_Harry_Potter_and_the_philosophers_stone_00.56.32.383-00.56.38.104 	the broom carries him higher above their heads.
1053_Harry_Potter_and_the_philosophers_stone_00.56.53.490-00.56.59.511 	the broomstick carries neville, and zooms up over the statues on the battlements.
1053_Harry_Potter_and_the_philosophers_stone_00.59.16.876-00.59.24.849 	still carrying his broomstick, harry trails after professor mcgonagall.
1053_Harry_Potter_and_the_philosophers_stone_01.03.48.769-01.03.57.016 	oliver and harry carry a trunk out into the school grounds.
1053_Harry_Potter_and_the_philosophers_stone_01.28.33.545-01.28.40.685 	in the library, a floating hand carries a lantern between the bookshelves.
1053_Harry_Potter_and_the_philosophers_stone_01.46.40.545-01.46.46.440 	followed by fang, malfoy turns and runs, still carrying the lamp.
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.36.25.188-00.36.31.473 	in the distance, harry can see a river winding its way down the valley, the strong wings of the hippogriff carrying them even higher.
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.38.33.569-00.38.43.436 	as hagrid carries malfoy away, the hippogriff gently nudges harry.
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.38.48.934-00.38.54.191 	back at hogwarts, a ghostly knight crashes through a window carrying a severed head.
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.27.05.906-01.27.10.680 	he walks across the garden, carrying his sharp axe over his shoulder.
1054_Harry_Potter_and_the_prisoner_of_azkaban_02.02.53.304-02.03.03.865 	buckbeak carries hermione, sirius and harry away from the dark tower.
1054_Harry_Potter_and_the_prisoner_of_azkaban_02.04.49.502-02.04.57.797 	silhouetted against the moon, he carries sirius away to safety.
1055_Marley_and_me_00.44.19.387-00.44.23.817 	a young dark-haired woman gets out carrying a bag and a suitcase.
1055_Marley_and_me_00.52.45.436-00.52.47.506 	jenny's indoors with the baby in a carry seat.
1055_Marley_and_me_01.42.03.021-01.42.12.073 	he carries marley out to the car and gently lays the old dog down in the boot.
1055_Marley_and_me_01.48.36.736-01.48.40.140 	the grogans walk across their leaf-strewn lawn, john carrying colleen on his shoulders.
1056_Rambo_00.23.14.107-00.23.15.260 	he carries a small bundle.
1056_Rambo_00.23.58.773-00.24.01.616 	two of the bearers carry a pole between them, from which a large carton hangs.
1056_Rambo_00.28.34.474-00.28.38.919 	a volunteer carrying a child in each arm is cut down.
1056_Rambo_00.55.19.632-00.55.20.462 	he carries a spirit-type bottle of golden-brown booze in his hand.
1056_Rambo_01.05.04.870-01.05.09.666 	michael and the mercenaries carry lewis on a hastily- constructed stretcher.
1057_Seven_pounds_00.19.22.364-00.19.33.316 	he hurriedly carries inez out of the room, and puts her into a wheelchair and wheels her past reception.
1057_Seven_pounds_00.25.11.063-00.25.16.544 	ben lets himself into a dark room and carries in his cases.
1057_Seven_pounds_00.34.28.885-00.34.37.288 	the motel receptionist, larry, helps ben carry gear.
1057_Seven_pounds_01.10.12.561-01.10.17.095 	he smiles and carries on working.
1057_Seven_pounds_01.17.34.500-01.17.43.125 	soft light shines out from the house as ben, carrying a shoulder bag, sneaks through emily's pretty garden towards the workshop.
1057_Seven_pounds_01.25.19.593-01.25.24.278 	ben, wearing his customary gray suit and shirt and tie, enters emily's bedroom carrying the gift.
1057_Seven_pounds_01.25.42.123-01.25.48.279 	he watches as emily carries the casserole she took out of the oven to a candlelit table.
1057_Seven_pounds_01.36.38.582-01.36.43.190 	tim carries her out of the workshop.
1057_Seven_pounds_01.50.49.634-01.51.00.500 	a medic opens the door of the operating room to let in another medic who is carrying tim's heart, which is in a stainless steel bowl.
1058_The_Damned_united_00.18.22.000-00.18.24.000 	the physio carries mcfarland off, piggyback.
1058_The_Damned_united_01.10.57.687-01.11.00.660 	the middle-aged man wanders down the sandy beach carrying a briefcase towards brian.
1058_The_Damned_united_01.26.30.000-01.26.33.935 	still bent over the flowerbed, peter glances over at brian then carries on weeding.
1059_The_devil_wears_prada_00.05.23.434-00.05.35.012 	chic, grey-haired editor-in-chief miranda priestly gets out, carrying a designer handbag and a mockup of the magazine.
1059_The_devil_wears_prada_00.13.01.134-00.13.09.000 	andy watches emily carry the coffees into miranda's office, then hangs up her coat and hurries to her desk, which faces emily's.
1059_The_devil_wears_prada_00.18.42.500-00.18.49.528 	andy struggles back into the office, carrying big bags and four coffees.
1059_The_devil_wears_prada_00.52.00.453-00.52.05.771 	andy carries the dishes into a side room, and throws them into the sink.
1059_The_devil_wears_prada_01.05.41.987-01.05.51.000 	andy shuts the door, puts down her bags and walks over to him, carrying a single fairy cake with a lit candle on it.
1059_The_devil_wears_prada_01.06.50.341-01.06.58.000 	andy lets herself into miranda's townhouse, carrying miranda's dry cleaning and the book.
1059_The_devil_wears_prada_01.20.05.000-01.20.13.094 	later, andy enters miranda's suite carrying some boxes.
1059_The_devil_wears_prada_01.38.55.000-01.39.00.856 	looking slightly perturbed, miranda carries on inside.
1059_The_devil_wears_prada_01.44.30.907-01.44.34.743 	andy grins, then carries on walking.
1060_Yes_man_01.09.08.858-01.09.15.668 	he picks her up around her waist with one arm and carries her to a check-in desk.
1061_Harry_Potter_and_the_deathly_hallows_Disk_Two_00.22.24.000-00.22.35.226 	the dragon's outstretched wings barely move as the currents of air carry it along.
1061_Harry_Potter_and_the_deathly_hallows_Disk_Two_01.13.15.971-01.13.21.000 	two students carry someone out on a stretcher.
1062_Day_the_Earth_stood_still_00.07.49.084-00.07.54.740 	she sighs and, carrying a washing basket, runs downstairs.
1062_Day_the_Earth_stood_still_00.12.00.539-00.12.08.089 	a soldier carries a heavy machine gun on his shoulder.
2004_Juno_01.10.34.940-01.10.40.568 	juno reaches the top of the stairs and scrambles toward the front door, only to be intercepted by vanessa, who's returning home from work, carrying her briefcase and a freshly purchased nursing pillow.
2004_Juno_01.25.54.713-01.25.56.370 	paulie bleeker is running as fast as his legs can carry him on the dancing elk track.
2005_Signs_00.11.00.432-00.11.04.042 	graham carries bo as she cry in his arms.
2005_Signs_01.31.42.757-01.31.47.836 	he carries a limp morgan in his arms.
2012_Unbreakable_00.36.36.875-00.36.40.219 	a group of girls carries a homemade banner that david reads as he tilts his head sideways.
2012_Unbreakable_00.36.45.261-00.36.46.108 	david stares at a woman carrying a newborn infant in her arms.
2012_Unbreakable_01.22.14.113-01.22.15.558 	the huge glassy eyed man in orange emerges carrying a bag over his shoulder.
2017_Bad_Santa_01.34.00.819-01.34.07.379 	the kid walks by her carrying a bucket.
2026_Legion_00.30.10.025-00.30.14.698 	bob and jeep appear from the back, as kyle, percy, audrey and sandra carry howard into the diner, all of them stumbling, gasping for air.
2026_Legion_00.41.39.107-00.41.43.151 	sandra slaps at him frantically as he carries her away from the window and thrusts her down into a back booth.
2027_Les_Miserables_01.35.46.309-01.35.48.640 	a column of black-suited dignitaries carrying branches of laurel.
2027_Les_Miserables_02.02.35.369-02.02.39.665 	valjean carries marius away from the carnage.
2034_Super_8_00.30.15.621-00.30.22.988 	joe watches louis get out of the car -- the man who got arrested at his mother's wake -- carrying a small grocery bag.
2034_Super_8_01.08.25.528-01.08.30.623 	various shots of military busses stopping -- soldiers ordering and assisting people onto vehicles -- carrying all the belongings they can.
2041_This_is_40_01.42.26.657-01.42.28.797 	claire is holding two of them, while larry carries one.
2051_Harry_Potter_and_the_goblet_of_fire_00.01.53.142-00.02.10.764 	the old man is wandering up to the house carrying a lit torch.
2051_Harry_Potter_and_the_goblet_of_fire_00.47.07.446-00.47.20.165 	hagrid is looking more dapper than usual and is carrying a big red flower.
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.24.02.355-00.24.12.059 	a carriage wheel shatters the glassy surface as we tilt up, catch a procession of horseless carriages, carrying students toward the glimmering castle.
