21_JUMP_STREET.srt 	21_JUMP_STREET_DVS61 	00:06:17,00 --> 00:06:24,50 	reaching their destination, they climb off their bikes and lower their kickstands.
HUGO.srt 	HUGO_DVS75 	00:09:54,00 --> 00:10:01,50 	reaching into a pocket, the boy takes out a set of keys as he approaches another metal door.
HUGO.srt 	HUGO_DVS89 	00:11:18,00 --> 00:11:24,50 	she nods and the man reaches his hand toward her dog.
HUGO.srt 	HUGO_DVS103 	00:13:52,00 --> 00:13:57,50 	someone strides closer as they reach the front entrance.
HUGO.srt 	HUGO_DVS182 	00:25:44,00 --> 00:25:51,50 	grimacing, the inspector reaches down and unlocks his leg brace.
HUGO.srt 	HUGO_DVS205 	00:30:45,00 --> 00:30:53,50 	without glancing away from the boy, he reaches under the counter then drops the broken wind-up mouse in front of someone.
HUGO.srt 	HUGO_DVS218 	00:32:52,00 --> 00:32:57,50 	someone walks into the shop, then reaches for a broom.
HUGO.srt 	HUGO_DVS305 	00:47:03,00 --> 00:47:08,50 	reaching out his hand, he pulls her up off the floor.
HUGO.srt 	HUGO_DVS357 	00:54:16,00 --> 00:54:23,50 	the automaton reaches out its hand and signs a name in cursive at the bottom of the page.
HUGO.srt 	HUGO_DVS400 	01:00:05,00 --> 01:00:13,50 	someone glances behind herself then reaches up with both hands and removes the panel.
HUGO.srt 	HUGO_DVS713 	01:45:09,00 --> 01:45:14,50 	someone reaches out toward someone who stares at the inspector.
HUGO.srt 	HUGO_DVS732 	01:47:39,00 --> 01:47:43,50 	slick with sweat, he reaches the top.
HUGO.srt 	HUGO_DVS737 	01:48:21,00 --> 01:48:32,50 	he reaches up and grabs onto the clock's giant minute hand - a thin metal beam pointed at the number three.
HUGO.srt 	HUGO_DVS740 	01:48:48,00 --> 01:48:54,50 	someone reaches the top of the stairs and sniffs some boxes and rags.
HUGO.srt 	HUGO_DVS743 	01:49:07,00 --> 01:49:13,50 	as he reaches the end of the bar, one of the clockwork's gears snaps.
HUGO.srt 	HUGO_DVS770 	01:51:32,00 --> 01:51:42,50 	the inspector reaches down and pulls someone and the automaton safely onto the platform.
IN_TIME.srt 	IN_TIME_DVS85 	00:09:31,00 --> 00:09:35,50 	the two men reach a gate.
IN_TIME.srt 	IN_TIME_DVS88 	00:09:44,00 --> 00:09:56,50 	the two men reach a door and someone breaks a chain locking it shut.
IN_TIME.srt 	IN_TIME_DVS138 	00:15:36,00 --> 00:15:42,50 	as he reaches a balance of five minutes,
IN_TIME.srt 	IN_TIME_DVS205 	00:21:28,00 --> 00:21:39,50 	three feet before they reach each other, she tumbles forward.
IN_TIME.srt 	IN_TIME_DVS229 	00:24:07,00 --> 00:24:13,50 	the sedan reaches a booth labeled time zone 12 border.
IN_TIME.srt 	IN_TIME_DVS235 	00:24:33,00 --> 00:24:38,50 	later, the vehicle reaches one end of a bridge marked
IN_TIME.srt 	IN_TIME_DVS312 	00:32:33,00 --> 00:32:39,50 	with his eyes fixed on someone, he reaches for his cards.
IN_TIME.srt 	IN_TIME_DVS476 	00:51:37,00 --> 00:51:44,50 	reaching someone's apartment complex, they dash up the steps to his unit.
IN_TIME.srt 	IN_TIME_DVS739 	01:18:24,00 --> 01:18:31,50 	someone and someone reach a more populated area where they pass men in jumpsuits heading to the factory.
IN_TIME.srt 	IN_TIME_DVS749 	01:19:18,00 --> 01:19:28,50 	someone and someone reach the end of the network and face a broad gap at their feet.
IN_TIME.srt 	IN_TIME_DVS803 	01:25:11,00 --> 01:25:20,50 	someone maintains a stoic gaze as the gangster reaches a hand across the table, his palm turned upward.
IN_TIME.srt 	IN_TIME_DVS804 	01:25:37,00 --> 01:25:44,50 	someone reaches for someone's leg but she smacks his hand away.
IN_TIME.srt 	IN_TIME_DVS808 	01:25:56,00 --> 01:26:02,50 	as he reaches his other hand out, someone takes a deep breath.
IN_TIME.srt 	IN_TIME_DVS833 	01:28:17,00 --> 01:28:23,50 	reaching a chest-high wall at its edge, they peer down at the street
IN_TIME.srt 	IN_TIME_DVS861 	01:30:54,00 --> 01:31:01,50 	reaching a vault in an adjacent room, he releases someone and moves to the metal door.
IN_TIME.srt 	IN_TIME_DVS953 	01:40:16,00 --> 01:40:22,50 	someone reaches the cruiser and jumps inside.
IN_TIME.srt 	IN_TIME_DVS955 	01:40:30,00 --> 01:40:38,50 	someone reaches out as they draw closer.
INSIDE_MAN.srt 	INSIDE_MAN_DVS37 	00:08:10,00 --> 00:08:16,50 	peering inside, he tries another and reaches for his shoulder radio.
INSIDE_MAN.srt 	INSIDE_MAN_DVS62 	00:16:58,00 --> 00:17:12,50 	someone reaches into the sack of employee phones, takes one out and scrolls through its contacts list.
INSIDE_MAN.srt 	INSIDE_MAN_DVS62 	00:16:58,00 --> 00:17:12,50 	he tosses the phone aside, then reaches back into the sack.
INSIDE_MAN.srt 	INSIDE_MAN_DVS82 	00:20:28,00 --> 00:20:40,50 	the criminals reach into their boxes and toss identical plastic wrapped garments to each of the men and women.
INSIDE_MAN.srt 	INSIDE_MAN_DVS161 	00:47:29,00 --> 00:47:40,50 	they reach a second office where another robber stands by just out
INSIDE_MAN.srt 	INSIDE_MAN_DVS185 	00:52:55,00 --> 00:53:12,50 	while his hostage eats, someone reaches forward and picks up the handheld video game.
INSIDE_MAN.srt 	INSIDE_MAN_DVS252 	01:17:44,00 --> 01:17:50,50 	someone sits up in his chair and reaches for a phone.
INSIDE_MAN.srt 	INSIDE_MAN_DVS259 	01:19:44,00 --> 01:19:59,50 	someone reaches the lobby and follows the first robber past empty desks and chairs.
INSIDE_MAN.srt 	INSIDE_MAN_DVS260 	01:20:01,00 --> 01:20:10,50 	as the detective descends, someone reaches into his pocket and pulls out a pack of gum.
INSIDE_MAN.srt 	INSIDE_MAN_DVS281 	01:26:17,00 --> 01:26:26,50 	reaching the entrance, someone pounds on the glass door.
INSIDE_MAN.srt 	INSIDE_MAN_DVS431 	02:02:03,00 --> 02:02:19,50 	reaching into his jacket pocket, he feels around, then pauses.
IRON_MAN_2.srt 	IRON_MAN_2_DVS98 	00:18:50,00 --> 00:18:59,50 	someone reaches under his own t-shirt and removes a glowing, cylindrical, repulsory technology, arc reactor - or rt unit - from his chest.
IRON_MAN_2.srt 	IRON_MAN_2_DVS197 	00:36:42,00 --> 00:36:50,50 	reaching down toward someone's chest, iron man pulls the arc reactor out of someone's body frame.
IRON_MAN_2.srt 	IRON_MAN_2_DVS234 	00:43:11,00 --> 00:43:22,50 	someone grabs the key, reaches through the cell bars, and unlocks the door.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS173 	00:55:18,00 --> 00:55:22,50 	reach his office.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS175 	00:55:32,00 --> 00:55:37,50 	she reaches for her bag then hesitates.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS357 	01:40:50,00 --> 01:41:00,50 	at his desk, someone reaches for a button.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS401 	01:52:36,00 --> 01:52:43,50 	she reaches across the space between them and rubs his shoulder.
JACK_AND_JILL.srt 	JACK_AND_JILL_DVS423 	01:18:10,00 --> 01:18:14,50 	then reaches in her bag and takes out
JULIE_AND_JULIA.srt 	JULIE_AND_JULIA_DVS493 	01:34:34,00 --> 01:34:41,50 	someone's lips spread in a wide grin, and he reaches for someone's groceries.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS23 	00:05:30,00 --> 00:05:35,50 	the man reaches for it.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS97 	00:36:07,00 --> 00:36:13,50 	he reaches for her phone.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS202 	01:11:35,00 --> 01:11:44,50 	someone reaches the pool's edge, high fives his mother and grins broadly.
JUST_GO_WITH_IT.srt 	JUST_GO_WITH_IT_DVS292 	01:35:01,00 --> 01:35:08,50 	at the end of another hall, he reaches the door to his own suite and stops.
KARATE_KID.srt 	KARATE_KID_DVS297 	00:26:39,00 --> 00:26:44,50 	someone reaches to his toolbox.
KARATE_KID.srt 	KARATE_KID_DVS393 	00:35:27,00 --> 00:35:32,50 	they reach the outer gate of their apartment complex.
KARATE_KID.srt 	KARATE_KID_DVS472 	00:42:10,00 --> 00:42:30,50 	someone reaches the outer gate of his apartment complex, and races through its wide green doors, into a courtyard by the maintenance shed.
KARATE_KID.srt 	KARATE_KID_DVS657 	00:55:35,00 --> 00:55:40,50 	he lets go as he reaches a gate into a neighborhood.
KARATE_KID.srt 	KARATE_KID_DVS1101 	01:31:16,00 --> 01:31:29,50 	reaching a brick pillar, he stops at the sight of a stern man waiting by a black luxury sedan.
KARATE_KID.srt 	KARATE_KID_DVS1473 	01:59:49,00 --> 01:59:55,50 	reaching the platform, someone takes his place.
LAND_OF_THE_LOST.srt 	LAND_OF_THE_LOST_DVS63 	00:20:10,00 --> 00:20:14,50 	someone reaches for someone.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS193 	00:44:44,00 --> 00:44:56,50 	the professor's hand reaches out.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS334 	01:16:52,00 --> 01:16:57,50 	he reaches into his pocket.
LARRY_CROWNE.srt 	LARRY_CROWNE_DVS350 	01:20:41,00 --> 01:20:45,50 	he reaches for the door.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS57 	00:03:42,00 --> 00:03:50,50 	it reaches a high branch and gazes out over its surroundings.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS239 	00:32:30,00 --> 00:32:36,50 	the cook reaches behind the counter and puts a morsel of parsley on the plate.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS300 	00:38:41,00 --> 00:38:46,50 	someone reaches for them futilely as they wash overboard.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS309 	00:39:14,00 --> 00:39:20,50 	reaching a door at the end of the corridor, he struggles to open it.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS572 	01:03:34,00 --> 01:03:40,50 	someone watches him with wide eyes then reaches for his pants.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS611 	01:06:42,00 --> 01:06:49,50 	the teen climbs aboard just as the predator reaches his rafts outer spokes.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS632 	01:08:19,00 --> 01:08:27,50 	he sets the sizable pallet of wooden slats on the seat then reaches for his raft.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS660 	01:10:07,00 --> 01:10:15,50 	reaching down, someone gingerly scoops up the other sides, closing it off, then yanks the fish out of the water.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS745 	01:17:31,00 --> 01:17:38,50 	reaching the stern, the tiger lies down and kneads its massive paws on the port side bench.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS759 	01:18:30,00 --> 01:18:38,50 	he reaches into a yellow pouch tied around his waist and pulls out a slab of fish.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS921 	01:32:05,00 --> 01:32:11,50 	standing back, he reaches out and tilts the container over someone's head.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS927 	01:32:27,00 --> 01:32:34,50 	the gaunt voyager's hand trembles as he reaches toward the beast's massive head.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS978 	01:36:33,00 --> 01:36:40,50 	meerkats run around him as he sits at the edge, reaching one foot down.
LITTLE_FOCKERS.srt 	LITTLE_FOCKERS_DVS141 	00:51:52,00 --> 00:51:57,50 	his shoulders heave as he reaches toward someone.
MORNING_GLORY.srt 	MORNING_GLORY_DVS267 	00:59:57,00 --> 01:00:02,50 	she reaches into her pocket for her phone.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS89 	00:13:23,00 --> 00:13:29,50 	someone leans in, reaching out to the flightless bird.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS115 	00:19:07,00 --> 00:19:12,50 	he reaches for the bathroom door.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS306 	00:39:26,00 --> 00:39:31,50 	someone reaches into his jacket and takes out his cell phone.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS314 	00:40:32,00 --> 00:40:39,50 	they reach the curb, then hop onto the street and march off in single file.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS349 	00:44:17,00 --> 00:44:24,50 	reaching a smooth silver sculpture, the penguins launch into the air.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS533 	01:04:12,00 --> 01:04:19,50 	crouching he reaches for the unhatched egg, then turns to his bosses.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS31 	00:08:43,00 --> 00:08:50,50 	reaching a light blue tractor, he climbs into
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS34 	00:09:25,00 --> 00:09:30,50 	someone reaches for the ignition.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS251 	00:52:13,00 --> 00:52:33,50 	she admiringly sets the lid aside, reaches into the rosy tissue paper, and pulls out a graceful pale pink slipper.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS273 	00:59:48,00 --> 01:00:04,50 	the husband reaches for someone, but his wife tactfully restrains him.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS366 	01:18:15,00 --> 01:18:21,50 	someone reaches for his pen, but it's gone.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS412 	01:26:05,00 --> 01:26:15,50 	someone reaches through the bomb's vent and works the scissors between two of the coils.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS429 	01:30:11,00 --> 01:30:16,50 	as someone reaches the bottom,
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS354 	01:26:15,00 --> 01:26:20,50 	she reaches for her father's hand.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS111 	00:25:39,00 --> 00:25:46,50 	now someone slows his pace as they reach a courtly-logged boathouse.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS211 	00:53:57,00 --> 00:54:05,50 	as someone reaches for his sword, someone kicks it away, hauls him to his feet and pulls him close.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS267 	01:08:35,00 --> 01:08:41,50 	someone reaches for the pearl, misses and faces the charging hydra.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS304 	01:15:58,00 --> 01:16:04,50 	he reaches a crowded video game arcade and pauses, gazing about.
PROMETHEUS.srt 	PROMETHEUS_DVS118 	00:07:14,00 --> 00:07:20,50 	her hand reaches out and interlaces with his.
PROMETHEUS.srt 	PROMETHEUS_DVS331 	00:31:56,00 --> 00:32:02,50 	the survey team reaches a rounded tunnel of dark gleaming stone.
PROMETHEUS.srt 	PROMETHEUS_DVS392 	00:39:26,00 --> 00:39:32,50 	someone crouches down for a better look at one and reaches out to it.
PROMETHEUS.srt 	PROMETHEUS_DVS426 	00:43:17,00 --> 00:43:22,50 	the hatch closes, holloway reaches someone.
PROMETHEUS.srt 	PROMETHEUS_DVS534 	00:59:20,00 --> 00:59:26,50 	reaching down, someone pulls holloway's shirt up his torso, revealing his toned sun-kissed back.
PROMETHEUS.srt 	PROMETHEUS_DVS541 	00:59:46,00 --> 00:59:51,50 	leaning close, she reaches toward the map.
PROMETHEUS.srt 	PROMETHEUS_DVS562 	01:03:02,00 --> 01:03:10,50 	he reaches a hand out.
PROMETHEUS.srt 	PROMETHEUS_DVS564 	01:03:11,00 --> 01:03:15,50 	he reaches out again.
PROMETHEUS.srt 	PROMETHEUS_DVS571 	01:04:06,00 --> 01:04:10,50 	it reaches his helmet.
PROMETHEUS.srt 	PROMETHEUS_DVS692 	01:13:50,00 --> 01:13:56,50 	reaching up, someone catches it lightly in his gloved hand.
PROMETHEUS.srt 	PROMETHEUS_DVS725 	01:17:12,00 --> 01:17:17,50 	a pair of hands reach for her cross,
PROMETHEUS.srt 	PROMETHEUS_DVS786 	01:24:27,00 --> 01:24:34,50 	reaching the end of the table she quickly rushes around to the outer control panel.
PROMETHEUS.srt 	PROMETHEUS_DVS944 	01:44:25,00 --> 01:44:35,50 	reaching the escape pods she opens a pod door and grabs a space suit.
PROMETHEUS.srt 	PROMETHEUS_DVS997 	01:49:23,00 --> 01:49:28,50 	facing forward, she reaches into low tool compartment and takes out a fire ax with a curved handle.
PROMETHEUS.srt 	PROMETHEUS_DVS1026 	01:51:46,00 --> 01:51:52,50 	yet another tentacle reaches out and wraps around his head.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS31 	00:04:56,00 --> 00:05:13,50 	he reaches for the younger inmate's gun.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS75 	00:12:46,00 --> 00:13:05,50 	reaching the top, someone stops, scanning a huge bank with angular walls lined with tellers.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS463 	01:28:43,00 --> 01:28:53,50 	the agents reach a stand of twin trees and split up.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS477 	01:30:25,00 --> 01:30:45,50 	now, baby face reaches an unpaved road.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS511 	01:37:05,00 --> 01:37:15,50 	the stranger ducks down a narrow passage and reaches out with a delicate hand to a brick wall.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS597 	01:51:55,00 --> 01:52:00,50 	someone reaches into his coat.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS51 	00:14:01,00 --> 00:14:07,50 	someone reaches for the cups, but the man stops him.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS62 	00:17:58,00 --> 00:18:02,50 	as the rider reaches a camp
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS97 	00:24:58,00 --> 00:25:07,50 	as they reach a path, they king's horse approaches at a full gallop.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS111 	00:28:29,00 --> 00:28:41,50 	reaching down, he gently closes someone's eyes.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS152 	00:38:10,00 --> 00:38:17,50 	reaching her, he drops to one knee and holds out the covered crown.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS153 	00:38:16,00 --> 00:38:35,50 	someone's french mistress averts her gaze and reaches for the prince's hand.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS269 	01:04:49,00 --> 01:04:57,50 	he opens a hatch on top, then reaches inside.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS345 	01:24:57,00 --> 01:25:07,50 	as she reaches for her horse, he joins her at her side.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS363 	01:29:39,00 --> 01:29:45,50 	this is her with a peaceful gaze and she reaches out.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS145 	00:25:05,00 --> 00:25:11,50 	reaching the upstairs landing, he peers over the railing.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS291 	00:46:10,00 --> 00:46:18,50 	now stuck in traffic, someone reaches for his cellphone as someone plays a game on it.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS425 	01:05:50,00 --> 01:05:56,50 	paying, he struggles to reach the money past her grasping figure.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS430 	01:06:35,00 --> 01:06:41,50 	reaching the other side, he looks around worriedly and ends the call.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS593 	01:28:13,00 --> 01:28:20,50 	someone reaches to someone but she pops up and dashes off to the bedroom.
SALT.srt 	SALT_DVS122 	00:23:09,00 --> 00:23:16,50 	the tac team reaches a security barrier.
SALT.srt 	SALT_DVS173 	00:29:40,00 --> 00:29:50,50 	now she reaches a window of a fire escape.
SALT.srt 	SALT_DVS191 	00:32:53,00 --> 00:32:59,50 	someone reaches a subway entrance and dashes down an escalator.
SALT.srt 	SALT_DVS281 	00:49:21,00 --> 00:49:31,50 	as the steam fills a chamber beneath her, she reaches a door and peeks through its window into a hallway.
SALT.srt 	SALT_DVS288 	00:50:38,00 --> 00:50:56,50 	as the man reaches for his gun, the door swings open and someone leaps out.
SALT.srt 	SALT_DVS350 	01:02:20,00 --> 01:02:28,50 	reaching a dimly lit corridor, someone turns to find two thugs lifting a large circular hatch on the floor.
SALT.srt 	SALT_DVS435 	01:15:15,00 --> 01:15:23,50 	someone reaches the bottom of the shaft.
SALT.srt 	SALT_DVS453 	01:18:06,00 --> 01:18:12,50 	as he reaches for his gun
SALT.srt 	SALT_DVS477 	01:22:02,00 --> 01:22:11,50 	now a status bar shows the authorization reaching 29%.
SANCTUM.srt 	SANCTUM_DVS90 	00:18:46,00 --> 00:18:53,50 	seated on a rock, he waits for someone and someone to reach the bottom.
SANCTUM.srt 	SANCTUM_DVS282 	00:56:45,00 --> 00:57:00,50 	stepping away, someone reaches into his supply pack and pulls out a knife with a six inch blade.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS51 	00:03:42,00 --> 00:03:49,50 	as cars whisk past at high speed, she reaches a busy street.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS66 	00:05:00,00 --> 00:05:05,50 	reaching a hall, she peers down one end.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS71 	00:05:18,00 --> 00:05:24,50 	she reaches down to touch her but her hand hovers inches away.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS366 	00:24:27,00 --> 00:24:34,50 	reaching into the loose sleeve of her robe, someone withdraws a folded paper fan and holds it out to her friend.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS529 	00:34:24,00 --> 00:34:36,50 	in the present, as someone sits asleep with her head propped against a wall, a female hand reaches out and gently brushes her long bangs from her face then taps her shoulder.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS857 	00:56:52,00 --> 00:56:57,50 	someone's hand reaches down and massages one foot.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS981 	01:04:03,00 --> 01:04:09,50 	someone reaches out, cradles her face in her hand,
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1027 	01:07:01,00 --> 01:07:07,50 	someone reaches an arm across her legs and rests his hand on the other side.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1038 	01:07:34,00 --> 01:07:40,50 	someone reaches for her friend's chest and tickles her.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1164 	01:19:00,00 --> 01:19:05,50 	someone reluctantly reaches into the folds of her clothing.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1176 	01:19:34,00 --> 01:19:42,50 	someone reaches for her, but the noblewoman wrenches her arm out of her grasp and climbs the stairs alone.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS252 	00:50:38,00 --> 00:50:49,50 	opening it, he pulls a canvas bag from compartment, reaches inside, and pulls out a roll of muslin.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS344 	01:11:35,00 --> 01:11:42,50 	as someone reaches for it, someone magically snatches it away.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS393 	01:22:23,00 --> 01:22:34,50 	with a shrug, he crouches to it and reaches out, then hesitates.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS462 	01:37:52,00 --> 01:37:56,50 	one cable reaches a lamppost.
SOUL_SURFER.srt 	SOUL_SURFER_DVS64 	00:23:41,00 --> 00:23:44,50 	and reaches the truck and yanks
SOUL_SURFER.srt 	SOUL_SURFER_DVS129 	00:41:50,00 --> 00:41:57,50 	the grocery store's produce section, someone reaches for a bag of apples on a high shelf.
SPARKLE_2012.srt 	SPARKLE_2012_DVS149 	00:25:53,00 --> 00:26:00,50 	he reaches into his jacket and pulls out a small ring box.
SUPER_8.srt 	SUPER_8_DVS136 	00:20:37,00 --> 00:20:41,50 	someone reaches under the wreckage.
SUPER_8.srt 	SUPER_8_DVS149 	00:23:14,00 --> 00:23:20,50 	someone reaches toward them.
SUPER_8.srt 	SUPER_8_DVS213 	00:36:37,00 --> 00:36:44,50 	he reaches into the car and turns off the power.
SUPER_8.srt 	SUPER_8_DVS323 	00:58:42,00 --> 00:58:48,50 	reaching for the projector, someone lets his hand fall.
SUPER_8.srt 	SUPER_8_DVS424 	01:16:39,00 --> 01:16:45,50 	a creature reaches through the cage bars and lifts someone skyward.
SUPER_8.srt 	SUPER_8_DVS432 	01:17:58,00 --> 01:18:04,50 	someone reaches into someone's pocket and pulls out the locket necklace.
SUPER_8.srt 	SUPER_8_DVS459 	01:20:55,00 --> 01:21:03,50 	with a furrowed brow the driver glances back at someone then reaches for the handle and opens the bus door.
SUPER_8.srt 	SUPER_8_DVS466 	01:21:42,00 --> 01:21:49,50 	someone reaches toward the driver as the creature pulls someone out through the bus door, someone vomits.
SUPER_8.srt 	SUPER_8_DVS584 	01:36:15,00 --> 01:36:20,50 	reaching a dead end they turn and gazed down the empty tunnel.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS36 	00:04:23,00 --> 00:04:29,50 	the person sitting on the stool reaches down and pets a small white dog.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS43 	00:04:53,00 --> 00:05:00,50 	the thief taps another man on the shoulder, then reaches into his breast pocket as he turns.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS96 	00:13:48,00 --> 00:13:55,50 	as the two dogs play in the yard, someone reaches through one of the home's broken window panes,
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS228 	00:35:34,00 --> 00:35:42,50 	someone crawls along an empty bunk with snowy, then reaches out toward a set of keys dangling from jaggerman's hand.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS337 	00:52:17,00 --> 00:52:21,50 	he reaches for a bottle.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS440 	01:04:13,00 --> 01:04:21,50 	as someone reaches for his water, snowy rotates a bedside tray.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS610 	01:22:26,00 --> 01:22:32,50 	as someone reaches for the paper, the falcon snatches it and flies off.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS628 	01:23:58,00 --> 01:24:04,50 	he reaches for the falcon but misses, then falls into a building.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS178 	00:36:00,00 --> 00:36:05,50 	with a kind look she reaches for him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS249 	00:47:45,00 --> 00:47:53,50 	someone shoots his cell a brooding glance, then reaches for his ipod and hits play.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS355 	01:10:54,00 --> 01:11:02,50 	with a faint smile, she reaches out and takes his hand in hers stroking his fingers with her thumb.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS380 	01:13:26,00 --> 01:13:42,50 	the trunk pops open and they reach in for their bags.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS396 	01:16:13,00 --> 01:16:40,50 	as he reaches the stage someone winks at him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS413 	01:18:53,00 --> 01:18:58,50 	his hand reaches out taking a gentle hold of someone.
